Fecha,Percentil equiponderado 80.0,Percentil ponderado 80.0,"Media Truncada Equiponderada (57.5, 92.0)","Media Truncada Ponderada (52.5, 97.0)","Inflación de exclusión dinámica (0.36, 2.5)","Exclusión fija de gastos básicos IPC (14, 17)",MAI óptima CORR,"MAI (F,4)","MAI (G,4)","MAI (F,5)","MAI (G,5)","MAI (F,10)","MAI (G,10)","MAI (F,20)","MAI (G,20)","MAI (F,40)","MAI (G,40)"
01/01/2012,6.778991,10.197746,7.6217294,11.163128,7.608247,4.0213823,5.5245724,5.90384,6.1325073,5.8787823,6.363976,6.440127,6.6508293,6.5309644,6.0097694,5.7319403,6.2711
01/02/2012,6.5351725,9.560442,7.3952436,10.580897,7.1112156,3.7863612,5.3532867,5.6845903,5.831027,5.6709766,6.1494946,6.2980533,6.117654,6.3450694,5.496335,5.7506323,6.05489
01/03/2012,6.4968586,9.169662,7.3206306,9.773397,6.6302896,3.393352,5.315378,5.639875,5.655062,5.6537867,5.9191227,6.156707,5.5517316,6.2679768,5.0363064,5.6734085,5.6595206
01/04/2012,6.1977983,8.285642,6.9481134,9.177315,6.1571836,3.2026172,4.977798,5.352485,5.3691387,5.371046,5.388427,5.7611823,5.000162,5.952275,4.5484185,5.3712964,5.0679445
01/05/2012,6.1379433,7.772219,6.829834,8.715761,5.951059,3.1545281,4.8290195,5.327642,5.1763177,5.313039,5.150008,5.677116,4.4928193,5.8357477,4.0699363,5.318749,4.7754407
01/06/2012,6.1731935,7.527268,6.8081856,8.318853,5.580759,3.0905008,4.844633,5.3875327,5.006528,5.4234624,4.9922824,5.763328,4.2476296,5.757582,4.114568,5.292487,4.345417
01/07/2012,6.033516,7.210791,6.6133857,7.6916337,5.315745,2.943027,4.6290817,5.2692056,4.675722,5.2603245,4.6708584,5.5710554,3.9317012,5.49258,3.5634875,4.9259305,3.727889
01/08/2012,6.0573697,7.0632815,6.648791,7.81461,5.336213,2.9469013,4.647295,5.3461432,4.673457,5.307567,4.565358,5.6507707,4.067564,5.640948,3.7804246,5.131948,3.3833504
01/09/2012,6.088221,7.14705,6.6598654,8.269954,5.4902196,2.9293895,4.6638374,5.3918242,4.788387,5.3673744,4.6270013,5.6795,4.4259906,5.782485,4.5053005,5.2714825,3.8656235
01/10/2012,6.029868,7.1780562,6.5570474,8.299101,5.505383,3.0450344,4.5758896,5.341983,4.826653,5.3102493,4.6758413,5.5217266,4.449582,5.3022385,4.6902537,4.840815,3.8874269
01/11/2012,6.062722,7.330191,6.4957023,8.147562,5.391073,3.020668,4.558827,5.3787947,4.810345,5.383718,4.7179103,5.384755,4.3274403,5.015743,4.5707107,4.618919,3.432417
01/12/2012,6.220782,7.5096846,6.5500736,8.274614,5.3635,3.0776262,4.587928,5.5352926,4.8027635,5.4974556,4.8205614,5.5023313,4.328811,4.9708605,4.5838,4.6378016,3.6664367
01/01/2013,6.340492,7.6819897,6.6706657,8.572578,5.552578,3.1157374,4.632002,5.618942,5.0017595,5.5112004,4.8632383,5.5936456,4.4118404,5.1643133,4.8601747,5.1014066,3.791809
01/02/2013,6.4112544,7.675147,6.8975687,8.9683895,5.778289,3.0758262,4.77446,5.677688,5.0121307,5.618,4.8180103,5.954993,4.595399,5.5428147,5.2520633,5.590546,4.105592
01/03/2013,6.2423706,7.7223063,6.752169,9.038174,5.7442665,3.0566812,4.639992,5.4631352,4.9117684,5.442071,4.7581196,5.842066,4.64046,5.587697,5.276501,5.78115,4.187441
01/04/2013,6.318152,7.523775,6.7786694,8.730375,5.6257963,2.961862,4.6515884,5.495167,4.7672153,5.46788,4.6610236,5.796778,4.3697953,5.5020094,5.0492406,5.739677,3.968525
01/05/2013,6.2117934,7.231784,6.7201257,8.647335,5.5451155,2.8700948,4.6031914,5.35264,4.487169,5.315399,4.473448,5.809486,4.431665,5.613959,5.225408,5.8999777,4.0106416
01/06/2013,6.087756,7.4112415,6.6384435,9.10269,5.882108,2.85995,4.5679283,5.2476645,4.645169,5.2455783,4.6691895,5.642414,4.7745824,5.524993,5.44461,5.8126926,4.6020985
01/07/2013,5.9768677,7.2916865,6.4854383,9.044361,5.859804,2.7580023,4.414736,5.10478,4.476869,5.171597,4.5963645,5.422175,4.577458,5.3486824,5.324483,5.6447864,4.6135783
01/08/2013,5.574894,6.7237616,6.125009,8.484125,5.519891,2.605033,4.0215497,4.6590686,4.017079,4.8012257,4.1448236,5.1525474,3.8907528,5.1535845,4.693365,5.4866076,4.3129206
01/09/2013,5.368674,6.4882994,5.93518,7.9735994,5.338478,2.5414705,3.8145344,4.4094086,3.817749,4.570794,3.9994955,4.9763083,3.8660645,4.977703,4.275012,5.328691,4.078555
01/10/2013,5.280483,6.2906265,5.878341,7.8356743,5.203259,2.4129868,3.7667902,4.299557,3.6962748,4.459524,3.832078,4.986143,3.644693,5.030608,3.7773848,5.3598285,3.894782
01/11/2013,5.234766,6.295705,5.8743477,7.9737425,5.2670836,2.4478555,3.7523108,4.204011,3.6648035,4.3525577,3.8440228,4.996407,3.6144257,5.1061153,3.6567926,5.5454254,4.0367365
01/12/2013,5.0094485,6.1787605,5.664718,7.7192783,5.2565336,2.32656,3.5532846,3.9392233,3.559792,4.154372,3.756225,4.817915,3.6402225,4.9129725,3.7214756,5.3094745,3.9927244
01/01/2014,4.7580957,6.154728,5.396676,7.4520707,5.0926566,2.2404194,3.3563023,3.691733,3.2972932,3.959477,3.7058353,4.558885,3.6252737,4.6480536,3.5442352,4.9958706,3.8847923
01/02/2014,4.499519,5.7904005,4.997432,6.6525817,4.5591593,2.0909429,3.0367532,3.4519076,3.002274,3.67136,3.3932924,4.099345,3.19072,4.2150617,2.9228926,4.4204235,3.1206012
01/03/2014,4.5482755,5.697942,4.97396,6.392753,4.4121146,2.1637917,2.9977002,3.5006166,2.9982686,3.6709309,3.395629,4.0471673,3.021419,4.109919,2.750492,4.2162538,2.865839
01/04/2014,4.432714,5.540061,4.90129,6.302607,4.297054,2.0410776,2.8956149,3.3788562,2.8320074,3.5241485,3.1280518,4.0329933,3.1204343,4.2530537,2.796793,4.378021,2.9614568
01/05/2014,4.40017,5.499947,4.8394203,6.0994983,4.1336536,1.9450784,2.8332412,3.3416748,2.763784,3.5070658,3.0516386,3.9480567,2.9476166,4.2892694,2.6134014,4.486561,2.88527
01/06/2014,4.269767,5.233836,4.82862,5.713904,3.7920475,1.7862439,2.77906,3.1639218,2.438116,3.3689141,2.699852,4.101515,2.6468158,4.514003,2.458775,4.6661854,2.6089191
01/07/2014,4.2726755,5.400133,4.8527718,5.727041,3.765893,1.8484116,2.7894523,3.1283855,2.6667356,3.335631,2.8280377,4.1890383,2.7826905,4.60279,2.4699092,4.843974,2.7071118
01/08/2014,4.374492,5.4216385,4.9177647,5.885434,3.8130164,1.8564224,2.8721952,3.2019377,2.6479006,3.4049392,2.8474212,4.260659,2.9702306,4.7802806,2.6901364,5.0938725,2.8682113
01/09/2014,4.3803334,5.392015,4.9272895,5.838108,3.7542343,1.8015504,2.8586388,3.190744,2.5640726,3.3655286,2.756083,4.2930007,2.7764559,4.7890663,2.4769187,5.037689,2.687943
01/10/2014,4.31062,5.4418683,4.8230886,5.8743715,3.7543774,1.7296314,2.7356558,3.126347,2.5030136,3.262782,2.7700782,4.1386843,2.9094815,4.488468,2.8826475,4.6992064,2.845788
01/11/2014,4.2319536,5.024481,4.684186,5.615258,3.619206,1.6021729,2.5799565,3.030455,2.336526,3.2036185,2.3736715,4.013264,2.4907947,4.523635,2.645564,4.578316,2.6791453
01/12/2014,4.185009,5.1036716,4.6135545,5.5948853,3.5305262,1.726532,2.5104115,2.9609084,2.3241878,3.0769587,2.3132563,3.8269758,2.32687,4.2791724,2.385378,4.3264866,2.226019
01/01/2015,4.1184187,4.684937,4.555881,5.483997,3.4543037,1.6252041,2.4224417,2.8726935,2.2032857,2.9556036,2.0273328,3.767538,1.9973278,4.2461395,1.6444325,4.2073607,1.2077212
01/02/2015,4.1880846,4.746771,4.56841,5.694127,3.6322951,1.5788794,2.3956442,2.9225945,2.1669984,3.0125737,2.0593405,3.751564,2.0438194,4.2167068,1.925385,4.323864,1.6724825
01/03/2015,4.09714,4.710901,4.450023,5.6722164,3.5207748,1.5254617,2.2815356,2.8086185,2.0326257,2.9191136,1.8605232,3.6028624,1.892972,4.0264964,1.6846299,4.208255,1.5247703
01/04/2015,4.0657997,4.856539,4.392147,5.701077,3.555131,1.5512586,2.260398,2.7792811,2.1971583,2.886176,2.0543575,3.5128355,1.9456983,3.890562,1.678443,4.047966,1.4431715
01/05/2015,4.099846,5.106473,4.418254,6.204891,3.9426804,1.5546322,2.2987437,2.7596593,2.3602128,2.9129982,2.1863937,3.5137534,1.9396782,3.9067626,1.7642736,4.0395737,1.4920831
01/06/2015,4.1781664,5.0228,4.3553114,6.134844,3.9788127,1.6878009,2.244358,2.8699875,2.5044918,2.9515266,2.2849798,3.3672094,1.9363761,3.7790895,1.6717911,3.927791,1.3810277
01/07/2015,4.157841,4.878545,4.3414474,6.106627,3.9936662,1.5824676,2.2493176,2.8768659,2.2463322,2.917695,2.0721674,3.27816,1.6711235,3.6439538,1.6160965,3.886664,1.2453198
01/08/2015,4.1711807,4.879725,4.3819785,5.866134,3.9275646,1.5748024,2.3084276,2.865088,2.2816896,2.9062152,2.0522475,3.3582568,1.5337229,3.5567164,1.3079047,3.7404418,0.92140436
01/09/2015,4.1344523,4.7811627,4.4218183,5.6892395,3.823936,1.5102506,2.3884213,2.8398037,2.1839023,2.9168725,1.8916249,3.392613,1.3078809,3.6245346,1.1580706,3.88484,0.6013155
01/10/2015,4.176235,4.784441,4.511225,5.681479,4.0305734,1.5038729,2.5048714,2.8849006,2.264297,3.017795,1.8603563,3.520763,1.170373,4.0602326,1.0854244,4.5181036,0.6305933
01/11/2015,4.1380763,4.843545,4.524541,5.7843447,4.035938,1.5591621,2.511511,2.8562903,2.2967935,2.9917598,1.9345641,3.559029,1.3831854,4.025364,1.3673544,4.500103,0.89879036
01/12/2015,4.161036,4.5891523,4.5692563,5.719292,3.950274,1.4322042,2.5753975,2.8787255,2.1818876,3.0679107,1.8578649,3.6956787,1.4024854,4.2367935,1.3396621,4.777026,0.92725754
01/01/2016,4.218781,4.6910167,4.611981,5.78897,3.9381146,1.3744116,2.5971656,2.9471517,2.1041393,3.1254292,1.8410683,3.742838,1.6118526,4.258144,1.9489169,4.865265,1.6451716
01/02/2016,4.0963054,4.7756553,4.5808315,5.661261,3.7074804,1.4650822,2.5834131,2.7869225,2.1546245,3.0393243,1.8688321,3.6885262,1.4935851,4.2936683,1.5666962,4.7326922,0.98086596
01/03/2016,4.042518,4.846406,4.559958,6.0230613,3.9470553,1.4250994,2.5675554,2.7605295,2.2482276,2.964437,2.0401478,3.6414385,1.6818285,4.3143272,1.9074917,4.8456073,1.2749076
01/04/2016,4.07145,4.7403574,4.5397997,5.927837,4.0927052,1.384592,2.5314844,2.728057,2.0254135,2.9125333,1.9142747,3.584516,1.4416456,4.4478297,1.8449903,4.9590707,1.6324401
01/05/2016,4.0497065,4.7917843,4.547262,5.7434797,3.8805485,1.3813138,2.5153754,2.6905894,1.9672155,2.8860927,1.8796563,3.6215186,1.5739679,4.6127915,1.9656897,5.095792,1.7508268
01/06/2016,3.973508,4.961705,4.4900775,5.9008,3.8417935,1.3500333,2.4750001,2.565229,1.9851804,2.7745605,1.879561,3.543377,1.6982675,4.4866323,2.1481633,4.924834,1.9325972
01/07/2016,3.9477825,4.854989,4.5430303,5.964911,3.789103,1.3568878,2.5105553,2.522552,1.9236207,2.808392,1.8695235,3.7195563,1.8490672,4.804635,2.2036433,5.07921,1.8431067
01/08/2016,3.9184809,4.7723413,4.4553638,5.9095144,3.697133,1.3724685,2.396208,2.522552,1.8741846,2.7582526,1.831007,3.547883,1.847136,4.7242045,2.2879958,4.9877405,1.9380212
01/09/2016,3.8771987,4.916346,4.3385267,5.9913516,3.7451506,1.3808608,2.2475212,2.4710894,1.9189358,2.7043104,1.9464135,3.3780694,2.049768,4.5546055,2.4375916,4.7813296,2.386105
01/10/2016,3.899908,4.899597,4.4210434,6.13693,3.619516,1.4015079,2.271069,2.4621725,1.8392205,2.7129889,1.9646168,3.5111666,2.2404432,4.4603586,2.7133584,4.5511246,2.550888
01/11/2016,3.9123774,4.927945,4.4140577,5.9839845,3.6345482,1.3497591,2.283615,2.4668097,1.7247796,2.7004242,2.0707846,3.4638643,2.3109198,4.396534,2.7209878,4.5250416,2.5328994
01/12/2016,3.9237976,4.990673,4.425764,6.0998917,3.7656903,1.3795972,2.291993,2.4950862,1.7346501,2.6767015,2.035749,3.4073472,2.223599,4.422164,2.7469516,4.5654774,2.708745
01/01/2017,4.054272,5.1053405,4.5506716,6.2967896,3.987074,1.5064597,2.4575205,2.5964856,1.8832088,2.8185368,2.2188902,3.5362244,2.2904396,4.727006,3.0610561,4.912317,3.1397223
01/02/2017,4.069984,4.9052835,4.5021653,6.245482,4.0625095,1.4484167,2.405384,2.6332498,1.778698,2.8250098,2.1325588,3.4903169,2.3438454,4.619956,3.1470895,4.9208164,3.2927275
01/03/2017,3.996539,4.617381,4.480076,5.708647,3.7820697,1.4081359,2.363493,2.5397778,1.5607476,2.7727127,1.8386602,3.4586787,2.1595955,4.594934,2.7984738,4.733777,2.8200269
01/04/2017,3.8951397,4.526305,4.4400096,5.7172775,3.6499023,1.4046073,2.3059964,2.466607,1.4925718,2.746749,1.7914176,3.5065532,2.2214413,4.440427,2.9624581,4.634154,2.5283813
01/05/2017,3.8020253,4.144573,4.331565,5.4581165,3.5125494,1.4145613,2.1696901,2.443397,1.311326,2.6322007,1.6245604,3.3720255,2.0251036,4.182887,2.5683403,4.323542,2.1082878
01/06/2017,3.7268043,3.8821578,4.2619467,5.1702976,3.4061909,1.3844252,2.0585785,2.3540974,1.0141134,2.5306702,1.4318705,3.3019185,1.9154787,4.158175,2.3176312,4.3058395,1.8741965
01/07/2017,3.7134051,3.7107468,4.254794,4.9790025,3.3082843,1.361537,2.048295,2.2868872,0.9322524,2.3760915,1.2155056,3.253436,1.7031789,4.1332364,2.0890236,4.36548,1.8172264
01/08/2017,3.5905242,3.552854,4.1978836,4.878521,3.3666372,1.2766361,1.9941324,2.1741152,0.8643508,2.2687078,1.0761976,3.1242967,1.6259909,3.9312243,2.0836592,4.2192698,1.9231677
01/09/2017,3.6181092,3.5006523,4.2104244,4.930711,3.4193516,1.2802362,2.0240622,2.1644115,0.90932846,2.1833181,1.0621309,3.0821323,1.6029716,3.945887,2.151394,4.1493177,2.0850897
01/10/2017,3.603375,3.613937,4.1486382,4.7706723,3.325522,1.2443185,1.9978472,2.146721,0.8963585,2.1062613,1.1072397,2.8643131,1.4576674,3.879261,1.6972661,4.1472793,1.8049121
01/11/2017,3.6786675,3.7500858,4.2279005,5.175996,3.4980655,1.200211,2.0196252,2.2046566,1.0931373,2.0385861,0.99470615,2.9673815,1.4837384,4.0150046,1.9450426,4.2523503,2.0685673
01/12/2017,3.6221743,3.965354,4.2190313,5.328393,3.5579324,1.226902,1.9652808,2.103901,1.1851907,1.9565344,1.0915399,2.979362,1.7531395,4.0081263,2.141428,4.222226,2.348113
01/01/2018,3.5236716,3.848493,4.0837884,5.04508,3.3266068,1.1551499,1.8318982,1.9957423,1.0971189,1.785028,0.9813905,2.7791977,1.6958475,3.5950541,1.8168092,3.6364675,2.0917654
01/02/2018,3.5382986,3.9626598,4.0990233,5.076933,3.2262564,1.1086345,1.8448925,2.020812,1.1984468,1.7096639,0.9627223,2.6619315,1.6276479,3.4380317,1.7405629,3.4378529,2.1579504
01/03/2018,3.5598755,4.0011406,4.1023135,5.1754236,3.3272624,1.1798859,1.8766804,2.0319223,1.1913657,1.6704202,1.0115862,2.634418,1.7012477,3.309381,1.8624663,3.4121752,2.4238229
01/04/2018,3.6264777,4.0190935,4.170358,5.259061,3.3410072,1.1510968,1.9681118,2.1129131,1.1617303,1.6374111,0.948596,2.6109219,1.5940547,3.2734036,1.5860081,3.4004807,2.315545
01/05/2018,3.6528707,4.156661,4.2289376,5.529666,3.4956932,1.0134339,2.0784802,2.1323323,1.1910677,1.6134143,0.95306635,2.6042461,1.6550422,3.2902002,1.9527555,3.4426332,2.6575327
01/06/2018,3.8583994,4.3752074,4.417777,5.7359457,3.7252307,1.1324286,2.3221412,2.2985697,1.317358,1.7490983,1.1121869,2.7095437,1.7550826,3.2051206,1.9518137,3.4289837,2.8682947
01/07/2018,3.94665,4.567051,4.4525027,5.842018,3.8948894,1.1475801,2.3555884,2.4122596,1.38942,1.8847823,1.2290597,2.6202679,1.8078327,3.0871034,2.1311998,3.2319546,2.9363394
01/08/2018,4.039824,4.7366858,4.4949293,6.108248,3.981924,1.1974454,2.3953686,2.524376,1.4801025,1.8612027,1.2626171,2.6251793,1.9735456,3.1616092,2.0934582,3.3820033,3.072095
01/09/2018,4.1007757,4.7802567,4.5201063,6.0964465,3.9892554,1.2225628,2.4204054,2.5652647,1.5230417,1.8945694,1.2889028,2.5828004,2.0757914,3.0373454,2.0772576,3.4472346,2.7950406
01/10/2018,4.007709,4.6313524,4.407811,6.1757326,4.0943623,1.2051463,2.3103666,2.4694324,1.3928294,1.7760515,1.1596799,2.4530292,2.0518064,2.8606296,2.509725,3.2424927,3.148973
01/11/2018,3.9521694,4.610026,4.293108,5.7028055,3.8550854,1.2026906,2.2113407,2.4307609,1.2474895,1.7173648,1.101768,2.1498084,1.9186378,2.4932027,2.1564722,2.8334618,2.318573
01/12/2018,3.9830565,4.4160485,4.2214036,5.428958,3.6689997,1.042068,2.1626186,2.4700284,1.1207819,1.6079187,0.95016956,1.8621445,1.5160561,2.108562,1.7976999,2.526617,1.6102552
01/01/2019,3.8355708,4.2224526,4.1059613,5.2465796,3.4483433,0.93306303,2.003604,2.3000479,0.87988377,1.2037039,0.42237043,1.5082598,1.0691881,1.7934322,1.3862252,2.4425268,1.3945818
01/02/2019,3.766048,4.0601254,4.059124,5.392289,3.5676837,0.81140995,1.9421799,2.2406697,0.7941723,1.0095835,0.2600193,1.3871074,0.9529352,1.6601086,1.2817264,2.3108602,1.3306975
01/03/2019,3.8767576,4.0219784,4.166913,5.397725,3.6477685,0.6858468,2.0282502,2.2996902,0.7842183,1.0715961,0.15323162,1.4061451,0.77074766,1.7034769,1.2287498,2.2677183,1.4343381
01/04/2019,3.887689,4.2449594,4.141617,5.5210114,3.832841,0.71076155,1.973232,2.2752047,1.0299563,1.0456562,0.35779476,1.2901545,0.8894801,1.7115712,1.5495181,2.2990584,1.832509
01/05/2019,3.892982,4.2369127,4.127383,5.2716613,3.7010431,0.78936815,1.9576313,2.2629976,1.1386633,0.9629965,0.2794981,1.0946512,0.85566044,1.5012383,1.4650702,2.0871162,1.7122626
01/06/2019,3.8131237,4.163873,3.9751887,5.252397,3.8457155,0.9649396,1.7654581,2.2309422,1.1564851,0.70205927,-0.0024795532,0.80314875,0.50097704,1.4921904,1.6670585,2.0763636,1.9974709
01/07/2019,3.7293196,4.2339683,3.8410425,5.2363396,3.759122,0.9411931,1.630058,2.1801472,1.2109518,0.4716158,0.011193752,0.5700469,0.65398216,1.2781858,1.7028689,2.0590067,1.9047856
01/08/2019,3.6600232,4.0987372,3.795755,4.947245,3.5293698,0.9577513,1.5845795,2.0937204,1.0889173,0.4277706,-0.059717894,0.46145916,0.4513383,1.0892868,1.2897491,1.7165899,1.4078856
01/09/2019,3.5692573,4.004562,3.7551403,4.8822403,3.356588,0.88624954,1.533565,2.0384073,0.9675741,0.19391775,-0.228405,0.38468838,0.19186735,0.8847594,1.1021376,1.3752222,1.2996197
01/10/2019,3.583312,3.9274335,3.8214445,4.7994375,3.3075333,0.7744074,1.5545917,2.0755172,1.0102034,0.19575357,-0.32771826,0.52262545,0.07419586,1.1963487,0.70647,1.6670346,0.97323656
01/11/2019,3.6042094,3.9840221,3.8289785,5.126989,3.5291672,0.8199334,1.5916674,2.0755172,1.0716796,0.15895367,-0.22965074,0.56984425,0.32801628,1.3534784,0.92966557,1.870501,1.6418219
01/12/2019,3.5767674,3.875184,3.847003,5.1492095,3.5730124,0.84278584,1.5968387,2.0617247,1.0823607,0.16149282,-0.31219125,0.69162846,0.29166937,1.6210437,1.1019349,2.058506,2.1051407
01/01/2020,3.6566615,4.1137457,3.9059281,5.314696,3.7857533,1.0798931,1.6994021,2.203393,1.3209224,0.41788816,0.0975728,0.80901384,0.6287694,1.6687512,1.4852405,2.0524979,2.357483
01/02/2020,3.625536,4.0816903,3.8266063,4.9905777,3.6041737,1.2064338,1.5934839,2.1658778,1.3222098,0.49784184,0.10429621,0.76760054,0.4844308,1.6002059,1.26127,1.9654632,2.087605
01/03/2020,3.454554,4.1879177,3.6854148,5.075276,3.509736,1.2425303,1.4277236,2.0607352,1.3881922,0.39992332,0.17169714,0.7416725,0.5182147,1.6183257,1.1456013,2.0420313,1.8370867
01/04/2020,3.329432,4.15138,3.6734223,5.3622603,3.5885453,1.1818051,1.4253485,1.9594908,1.2597919,0.34980774,0.11179447,0.87742805,0.8202672,1.7270684,1.3564706,2.0971656,1.1320829
01/05/2020,3.2871723,4.2048573,3.6453843,5.362034,3.6325216,1.2259483,1.3489944,1.8969417,1.2089252,0.41145086,0.21740198,1.0600448,0.74204206,1.844728,1.0671139,2.2298694,0.7387996
01/06/2020,3.1671882,4.1163325,3.6245465,5.4487824,3.7649632,0.8931041,1.2940995,1.7884731,1.2058735,0.5543828,0.48799515,1.2679219,0.87673664,2.0556927,1.1316895,2.4482608,0.9683728
01/07/2020,3.1105042,4.135692,3.615272,5.731261,3.8645387,0.9369135,1.2877271,1.7260313,1.2635827,0.58721304,0.6035447,1.3528705,0.7997036,2.1481872,1.2022138,2.3295522,1.1886954
01/08/2020,3.1782746,4.344845,3.6964774,5.947888,4.082775,1.0844469,1.3634733,1.7884731,1.4156699,0.6704092,0.55758953,1.5242577,0.77741146,2.4397135,1.6153336,2.597487,1.5713573
01/09/2020,3.2754302,4.3208957,3.805232,6.2081814,4.066539,1.6544819,1.5057104,1.8651605,1.4267802,0.91050863,0.5149245,1.7278314,0.87964535,2.7584672,1.7575026,3.031242,2.0173311
01/10/2020,3.2833815,4.3070197,3.7434816,6.8692446,4.251671,2.6053429,1.4900908,1.8773794,1.4148593,0.92738867,0.39048195,1.5861154,0.94833374,2.3032427,2.9043555,2.7927637,3.2785177
01/11/2020,3.2799482,4.459512,3.811407,6.764078,4.136014,2.6558995,1.5789123,1.876533,1.6913533,1.0170221,0.6316304,1.670146,0.9014845,2.311802,2.9031873,2.7788997,3.0544758
01/12/2020,3.3664227,4.5229554,3.9046526,7.1097374,4.2701364,2.6679754,1.6751976,1.9014239,1.6720176,1.1323214,0.5198598,1.7421961,0.9847045,2.551806,3.264141,2.8621197,3.1547785
01/01/2021,3.4528375,4.8576713,4.0536523,7.5148225,4.736364,2.6402473,1.8404756,1.9143701,1.9459009,1.2322307,0.81523657,1.8785119,1.1337876,2.9032826,3.677106,3.1956673,3.4855127
01/02/2021,3.6489487,5.262363,4.2629123,8.118689,5.0821185,2.666819,2.0686235,2.0816684,2.0595312,1.4598846,1.1508107,2.1462083,1.6098738,3.2924056,4.2313337,3.6025167,4.043877
01/03/2021,3.8030982,5.558574,4.372394,8.531893,5.268991,2.8210402,2.2258124,2.1939278,2.5294185,1.4902234,1.5406847,2.0466566,2.043879,3.1933784,4.7666907,3.5673738,4.7212005
01/04/2021,3.9197087,5.4814696,4.3859363,8.125126,4.9903035,2.9242396,2.2457583,2.2633195,2.6136994,1.6667247,1.6148925,2.0242453,1.7670274,3.080368,4.3159604,3.385675,5.0272346
01/05/2021,3.9641619,5.4516315,4.3913364,8.161175,4.96825,2.8965354,2.2841427,2.3388386,2.6419759,1.8034339,1.6813993,2.00696,1.9798398,3.0504584,4.611099,3.3189654,5.544758
01/06/2021,3.964436,5.4649234,4.323685,7.852173,4.4888735,2.9945135,2.2424335,2.3368359,2.559948,1.8683672,1.6726851,1.896739,2.024138,2.716124,4.355955,2.912712,4.8291564
01/07/2021,4.058671,5.438888,4.3477535,7.563579,4.387307,3.0869365,2.2707498,2.4121523,2.440989,2.041316,1.7023206,1.9669056,2.1446824,2.618146,4.3408394,2.8099537,4.82527
01/08/2021,4.2382717,5.6161284,4.4712186,7.600236,4.382324,2.9913425,2.418394,2.5546312,2.5524497,2.2127032,2.043414,1.9887686,2.4035692,2.6205182,4.511857,2.867806,4.8707247
01/09/2021,4.3329477,5.7356358,4.5087337,7.4565887,4.584229,2.5268078,2.44247,2.6566863,2.632773,2.4461508,2.36516,2.0290852,2.6156545,2.6131988,4.6192884,2.7935147,4.749191
01/10/2021,4.617703,6.141329,4.782605,7.1340084,4.579699,1.85045,2.7571392,2.8632164,2.914095,2.720487,2.917087,2.359724,3.1253815,2.870226,4.0676117,2.7772307,3.950858
01/11/2021,4.9771547,6.467414,5.0916195,7.574892,4.914534,2.0272136,3.0253906,3.2613993,3.1697392,3.1633735,3.2174587,2.6149511,3.5125256,3.0171275,4.4204354,2.9561162,4.483402
01/12/2021,5.308223,6.8790317,5.3848743,7.5271606,4.964292,2.3179054,3.3272767,3.7003756,3.6963105,3.5702229,3.7724853,2.9532433,4.0136695,2.9511929,4.2028785,3.0316353,4.3545127
01/01/2022,5.5459023,6.8947434,5.5650473,7.5838566,4.844022,2.0880103,3.502273,4.023385,3.663993,3.878808,3.8845778,3.2229424,4.0655017,3.09999,4.070282,3.219831,3.9559484
